"";"lemma";"Total";"one_sg";"pctA";"two_sg";"pctB";"three_sg";"pctC";"one_pl";"pctD";"two_pl";"pctE";"three_pl";"pctF"
"1086";"expallesco1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1087";"expavesco";1;0;0;0;0;1;1;0;0;0;0;0;0
"1088";"expavesco1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1089";"expecto";1;0;0;0;0;0;0;0;0;0;0;0;0
"1090";"expecto1";6;1;0,166666666666667;1;0,166666666666667;0;0;0;0;0;0;0;0
"1091";"expedio";5;0;0;1;0,2;1;0,2;0;0;0;0;0;0
"1092";"expedio1";6;0;0;0;0;1;0,166666666666667;0;0;0;0;2;0,333333333333333
"1093";"expello";4;1;0,25;0;0;1;0,25;0;0;0;0;0;0
"1094";"expello,";1;0;0;0;0;0;0;0;0;0;0;0;0
"1095";"expello1";2;0;0;0;0;2;1;0;0;0;0;0;0
"1096";"expergiscor1";2;0;0;0;0;0;0;0;0;2;1;0;0
"1097";"experior";6;0;0;0;0;0;0;0;0;0;0;1;0,166666666666667
"1098";"experior1";5;1;0,2;1;0,2;0;0;0;0;0;0;0;0
"1099";"expeto";1;0;0;0;0;1;1;0;0;0;0;0;0
"1100";"expio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1101";"expiro1";1;1;1;0;0;0;0;0;0;0;0;0;0
"1102";"explano1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1103";"expleo";1;0;0;0;0;1;1;0;0;0;0;0;0
"1104";"expleo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"1105";"explico";1;0;0;1;1;0;0;0;0;0;0;0;0
"1106";"explico1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1107";"exploro";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"1108";"exploro1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1109";"expono";2;1;0,5;0;0;0;0;0;0;0;0;0;0
"1110";"expono1";3;1;0,333333333333333;0;0;2;0,666666666666667;0;0;0;0;0;0
"1111";"exprimo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1112";"exprimo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"1113";"exprobro";5;0;0;0;0;3;0,6;0;0;0;0;0;0
"1114";"expromo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1115";"expugno1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1116";"expuo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1117";"expurgo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1118";"exquiro1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"1119";"exsecror1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1120";"exsequor";7;1;0,142857142857143;0;0;4;0,571428571428571;0;0;0;0;1;0,142857142857143
"1121";"exsibilo";2;0;0;0;0;2;1;0;0;0;0;0;0
"1122";"exsisto";2;0;0;0;0;2;1;0;0;0;0;0;0
"1123";"exsisto1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1124";"exsono1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1125";"exspatior1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1126";"exspecto";2;1;0,5;0;0;0;0;0;0;0;0;0;0
"1127";"exspecto1";13;1;0,0769230769230769;4;0,307692307692308;0;0;0;0;0;0;5;0,384615384615385
"1128";"exspiro";1;0;0;0;0;0;0;0;0;0;0;0;0
"1129";"exsterno1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1130";"exstimulo";1;0;0;0;0;0;0;0;0;0;0;1;1
"1131";"exstinguo";1;1;1;0;0;0;0;0;0;0;0;0;0
"1132";"exstinguo1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"1133";"exsto";5;0;0;0;0;2;0,4;0;0;0;0;3;0,6
"1134";"exsto1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1135";"exstruo";6;0;0;0;0;2;0,333333333333333;0;0;0;0;0;0
"1136";"exsugo";1;0;0;0;0;0;0;0;0;0;0;1;1
"1137";"exsulo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1138";"exsulto";2;0;0;0;0;0;0;0;0;0;0;0;0
"1139";"exsulto1";4;0;0;2;0,5;1;0,25;1;0,25;0;0;0;0
"1140";"exsurgo1";1;1;1;0;0;0;0;0;0;0;0;0;0
"1141";"exsurio1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1142";"extendo1";3;0;0;0;0;3;1;0;0;0;0;0;0
"1143";"extermino1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1144";"exterreo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1145";"extollo1";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"1146";"extorqueo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1147";"extorqueo1";4;0;0;0;0;3;0,75;1;0,25;0;0;0;0
"1148";"extraho";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"1149";"extraho1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1150";"extruendo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1151";"extundo";1;0;0;0;0;1;1;0;0;0;0;0;0
"1152";"exturbo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1153";"exulto1";1;0;0;1;1;0;0;0;0;0;0;0;0
"1154";"exululo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1155";"exuo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1156";"exuo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"1157";"exupero";1;0;0;0;0;1;1;0;0;0;0;0;0
"1158";"exuro";1;0;0;0;0;1;1;0;0;0;0;0;0
"1159";"fabricor";1;0;0;0;0;0;0;0;0;0;0;0;0
"1160";"fabricor1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1161";"facio";93;14;0,150537634408602;5;0,0537634408602151;24;0,258064516129032;1;0,010752688172043;1;0,010752688172043;3;0,032258064516129
"1162";"facio1";251;19;0,0756972111553785;12;0,047808764940239;65;0,258964143426295;4;0,0159362549800797;5;0,0199203187250996;30;0,119521912350598
"1163";"faenero1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1164";"fallo";14;1;0,0714285714285714;1;0,0714285714285714;2;0,142857142857143;0;0;0;0;0;0
"1165";"fallo1";12;2;0,166666666666667;0;0;5;0,416666666666667;0;0;0;0;1;0,0833333333333333
"1166";"farcio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1167";"fastidio";2;0;0;1;0,5;1;0,5;0;0;0;0;0;0
"1168";"fastidio1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1169";"fateor";8;1;0,125;1;0,125;5;0,625;0;0;0;0;0;0
"1170";"fateor1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1171";"fatigo1";4;0;0;0;0;2;0,5;0;0;0;0;1;0,25
"1172";"faveo";5;0;0;0;0;1;0,2;0;0;0;0;3;0,6
"1173";"faveo1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;1;0,333333333333333
"1174";"ferio";1;0;0;0;0;1;1;0;0;0;0;0;0
"1175";"ferio1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"1176";"ferior1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1177";"fero";34;3;0,0882352941176471;1;0,0294117647058824;13;0,382352941176471;0;0;0;0;4;0,117647058823529
"1178";"fero1";52;8;0,153846153846154;4;0,0769230769230769;15;0,288461538461538;0;0;2;0,0384615384615385;9;0,173076923076923
"1179";"ferrumino1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1180";"ferveo1";5;0;0;0;0;2;0,4;0;0;0;0;0;0
"1181";"fervo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1182";"festino";2;0;0;0;0;0;0;0;0;0;0;0;0
"1183";"festino1";5;0;0;0;0;0;0;0;0;0;0;1;0,2
"1184";"feteo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1185";"figo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1186";"figo1";9;0;0;0;0;4;0,444444444444444;0;0;0;0;0;0
"1187";"figuro1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1188";"fingo";7;0;0;0;0;2;0,285714285714286;0;0;0;0;0;0
"1189";"fingo1";7;0;0;0;0;2;0,285714285714286;0;0;1;0,142857142857143;0;0
"1190";"finio";2;0;0;0;0;0;0;0;0;0;0;0;0
"1191";"finio1";8;1;0,125;0;0;3;0,375;0;0;0;0;1;0,125
"1192";"fio";11;1;0,0909090909090909;1;0,0909090909090909;4;0,363636363636364;0;0;0;0;1;0,0909090909090909
"1193";"fio1";53;1;0,0188679245283019;1;0,0188679245283019;25;0,471698113207547;1;0,0188679245283019;0;0;2;0,0377358490566038
"1194";"firmo1";2;1;0,5;0;0;1;0,5;0;0;0;0;0;0
"1195";"flagito";6;0;0;0;0;2;0,333333333333333;0;0;0;0;0;0
"1196";"flagito1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1197";"flagro";1;0;0;0;0;1;1;0;0;0;0;0;0
"1198";"flagro1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1199";"flecto1";9;0;0;0;0;3;0,333333333333333;0;0;0;0;2;0,222222222222222
"1200";"fleo";4;0;0;0;0;1;0,25;0;0;0;0;1;0,25
"1201";"fleo1";21;1;0,0476190476190476;2;0,0952380952380952;4;0,19047619047619;0;0;0;0;4;0,19047619047619
"1202";"flo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1203";"floreo";1;0;0;0;0;0;0;0;0;0;0;1;1
"1204";"floreo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1205";"fluo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1206";"fluo1";4;0;0;0;0;1;0,25;0;0;0;0;0;0
"1207";"focillo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1208";"fodio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1209";"foedero";1;0;0;0;0;0;0;0;0;0;0;0;0
"1210";"for";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"1211";"for1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"1212";"formo1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1213";"fornicor1";5;0;0;0;0;0;0;0;0;0;0;0;0
"1214";"foro1";5;0;0;0;0;4;0,8;0;0;0;0;1;0,2
"1215";"fortuno";2;0;0;0;0;0;0;0;0;0;0;0;0
"1216";"fortuno1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1217";"foveo";3;0;0;0;0;1;0,333333333333333;0;0;0;0;2;0,666666666666667
"1218";"frango";1;0;0;0;0;1;1;0;0;0;0;0;0
"1219";"frango1";8;1;0,125;0;0;3;0,375;0;0;0;0;2;0,25
"1220";"fraudo";1;0;0;0;0;1;1;0;0;0;0;0;0
"1221";"fremo1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"1222";"frequento";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"1223";"frequento1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1224";"frigeo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1225";"frondeo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1226";"frondesco1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1227";"fruniscor";1;1;1;0;0;0;0;0;0;0;0;0;0
"1228";"fruniscor1";2;0;0;1;0,5;0;0;0;0;0;0;0;0
"1229";"fruor";3;1;0,333333333333333;2;0,666666666666667;0;0;0;0;0;0;0;0
"1230";"fruor1";5;0;0;1;0,2;1;0,2;1;0,2;0;0;0;0
"1231";"fugio";10;2;0,2;0;0;0;0;0;0;0;0;2;0,2
"1232";"fugio1";28;1;0,0357142857142857;4;0,142857142857143;15;0,535714285714286;1;0,0357142857142857;0;0;3;0,107142857142857
"1233";"fugito";1;0;0;0;0;0;0;0;0;0;0;1;1
"1234";"fugo";4;0;0;0;0;0;0;0;0;0;0;1;0,25
"1235";"fugo1";4;0;0;0;0;3;0,75;0;0;0;0;1;0,25
"1236";"fulcio1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1237";"fulgeo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1238";"fulgeo1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"1239";"fundo1";9;0;0;0;0;2;0,222222222222222;0;0;0;0;2;0,222222222222222
"1240";"fundo2";2;0;0;0;0;2;1;0;0;0;0;0;0
"1241";"fungor";6;0;0;0;0;0;0;0;0;0;0;2;0,333333333333333
"1242";"furo";3;0;0;0;0;0;0;0;0;0;0;0;0
"1243";"furo1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1244";"garrio1";1;0;0;0;0;0;0;1;1;0;0;0;0
"1245";"gaudeo";4;1;0,25;0;0;1;0,25;0;0;0;0;0;0
"1246";"gaudeo1";9;1;0,111111111111111;0;0;4;0,444444444444444;1;0,111111111111111;0;0;1;0,111111111111111
"1247";"gemo";1;0;0;1;1;0;0;0;0;0;0;0;0
"1248";"gemo1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1249";"genero";1;0;0;0;0;0;0;0;0;0;0;0;0
"1250";"genero1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1251";"gero1";44;4;0,0909090909090909;2;0,0454545454545455;17;0,386363636363636;2;0,0454545454545455;0;0;3;0,0681818181818182
"1252";"gesticulor1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1253";"gigno";3;0;0;0;0;0;0;0;0;0;0;0;0
"1254";"gigno1";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"1255";"glomero1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1256";"glorifico1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1257";"glorior";3;0;0;0;0;0;0;0;0;0;0;0;0
"1258";"glorior1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1259";"gradior1";1;0;0;1;1;0;0;0;0;0;0;0;0
"1260";"grator1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1261";"gravo";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"1262";"gusto";1;0;0;0;0;0;0;0;0;0;0;0;0
"1263";"gusto1";6;0;0;0;0;1;0,166666666666667;0;0;0;0;1;0,166666666666667
"1264";"gypso1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1265";"habeo";49;4;0,0816326530612245;3;0,0612244897959184;23;0,469387755102041;1;0,0204081632653061;0;0;5;0,102040816326531
"1266";"habeo1";305;28;0,0918032786885246;19;0,0622950819672131;118;0,386885245901639;18;0,059016393442623;7;0,0229508196721311;48;0,157377049180328
"1267";"habito";1;0;0;0;0;0;0;0;0;0;0;1;1
"1268";"habito1";20;0;0;1;0,05;5;0,25;1;0,05;1;0,05;4;0,2
"1269";"haereo";2;0;0;0;0;2;1;0;0;0;0;0;0
"1270";"haereo1";6;1;0,166666666666667;0;0;3;0,5;0;0;0;0;1;0,166666666666667
"1271";"haesito1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1272";"haurio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1273";"haurio1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1274";"hebesco1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1275";"hiemo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1276";"hio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1277";"honesto1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"1278";"honoro";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"1279";"honoro1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1280";"horreo";2;0;0;0;0;0;0;0;0;0;0;0;0
"1281";"horreo1";4;0;0;0;0;0;0;0;0;0;0;0;0
"1282";"hortor";6;1;0,166666666666667;0;0;2;0,333333333333333;0;0;0;0;0;0
"1283";"hortor1";10;0;0;1;0,1;2;0,2;0;0;0;0;2;0,2
"1284";"hospitor1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1285";"humo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1286";"icio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1287";"ignio1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1288";"ignoro1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;1;0,333333333333333
"1289";"ignosco";6;0;0;0;0;1;0,166666666666667;0;0;0;0;0;0
"1290";"ignosco1";9;1;0,111111111111111;1;0,111111111111111;1;0,111111111111111;0;0;3;0,333333333333333;0;0
"1291";"illicio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1292";"illicio1";2;0;0;0;0;2;1;0;0;0;0;0;0
"1293";"illido";2;0;0;0;0;2;1;0;0;0;0;0;0
"1294";"illustro";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"1295";"imbuo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1296";"imito";1;0;0;0;0;0;0;0;0;0;0;0;0
"1297";"imito1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1298";"imitor";4;1;0,25;0;0;1;0,25;0;0;0;0;0;0
"1299";"imitor1";7;0;0;0;0;0;0;0;0;0;0;0;0
"1300";"immineo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1301";"immineo1";2;0;0;0;0;0;0;0;0;0;0;2;1
"1302";"imminuo";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"1303";"imminutus2";1;0;0;0;0;0;0;0;0;0;0;0;0
"1304";"immisceo";1;0;0;0;0;1;1;0;0;0;0;0;0
"1305";"immito";1;0;0;0;0;0;0;0;0;1;1;0;0
"1306";"immitto";2;0;0;0;0;0;0;0;0;0;0;0;0
"1307";"immitto1";6;0;0;0;0;6;1;0;0;0;0;0;0
"1308";"immutatus1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1309";"immuto";1;0;0;0;0;0;0;0;0;0;0;0;0
"1310";"impedio";4;0;0;0;0;1;0,25;0;0;0;0;1;0,25
"1311";"impedio1";4;0;0;0;0;1;0,25;0;0;0;0;0;0
"1312";"impello";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"1313";"impello1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1314";"impendeo1";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"1315";"impendo";2;1;0,5;1;0,5;0;0;0;0;0;0;0;0
"1316";"impendo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1317";"impero";6;0;0;0;0;1;0,166666666666667;0;0;0;0;0;0
"1318";"impero1";10;0;0;1;0,1;7;0,7;0;0;0;0;1;0,1
"1319";"impertio";2;0;0;0;0;0;0;0;0;0;0;0;0
"1320";"impetro";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"1321";"impetro1";2;0;0;1;0,5;0;0;0;0;0;0;0;0
"1322";"impingo";2;0;0;1;0,5;1;0,5;0;0;0;0;0;0
"1323";"impingo1";3;1;0,333333333333333;0;0;2;0,666666666666667;0;0;0;0;0;0
"1324";"impleo";3;1;0,333333333333333;0;0;1;0,333333333333333;0;0;0;0;0;0
"1325";"impleo1";6;0;0;0;0;3;0,5;1;0,166666666666667;0;0;1;0,166666666666667
"1326";"implico";1;0;0;0;0;1;1;0;0;0;0;0;0
"1327";"implico1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1328";"imploro";1;0;0;0;0;1;1;0;0;0;0;0;0
"1329";"impono";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"1330";"impono1";11;0;0;0;0;7;0,636363636363636;0;0;0;0;0;0
"1331";"importo";1;0;0;0;0;1;1;0;0;0;0;0;0
"1332";"imprecor1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1333";"imprimo1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1334";"improbo1";1;1;1;0;0;0;0;0;0;0;0;0;0
"1335";"impropero2";1;1;1;0;0;0;0;0;0;0;0;0;0
"1336";"impugno";1;0;0;0;0;0;0;0;0;0;0;1;1
"1337";"impunis1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1338";"imputo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1339";"in-mitto";1;0;0;0;0;0;0;0;0;0;0;0;0
"1340";"inaudio1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1341";"inauro";1;0;0;0;0;0;0;0;0;0;0;0;0
"1342";"inauro1";3;0;0;0;0;0;0;0;0;0;0;0;0
"1343";"inbuo";2;0;0;0;0;0;0;0;0;0;0;0;0
"1344";"incedo";2;0;0;0;0;2;1;0;0;0;0;0;0
"1345";"incedo1";4;0;0;0;0;3;0,75;0;0;0;0;0;0
"1346";"incendo";2;0;0;0;0;0;0;0;0;0;0;0;0
"1347";"incendo1";8;0;0;0;0;1;0,125;0;0;0;0;2;0,25
"1348";"incesto1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1349";"incido1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1350";"incido2";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"1351";"incipio";4;0;0;0;0;3;0,75;0;0;0;0;0;0
"1352";"incipio1";9;1;0,111111111111111;2;0,222222222222222;2;0,222222222222222;0;0;0;0;0;0
"1353";"incito";1;0;0;0;0;0;0;0;0;0;0;0;0
"1354";"incito1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1355";"inclino1";3;0;0;0;0;0;0;0;0;0;0;0;0
"1356";"includo";5;0;0;0;0;1;0,2;0;0;0;0;0;0
"1357";"includo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1358";"incoho";5;1;0,2;0;0;1;0,2;0;0;0;0;1;0,2
"1359";"incoho1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1360";"incolo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1361";"increbesco";1;0;0;0;0;1;1;0;0;0;0;0;0
"1362";"increpito1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1363";"increpo";2;0;0;0;0;0;0;0;0;0;0;0;0
"1364";"increpo1";4;0;0;0;0;3;0,75;0;0;0;0;0;0
"1365";"incubo1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"1366";"incultus1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1367";"incumbo";2;1;0,5;0;0;1;0,5;0;0;0;0;0;0
"1368";"incumbo1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"1369";"incurro1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1370";"incurso1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1371";"incuso1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1372";"indico1";5;0;0;0;0;3;0,6;0;0;0;0;0;0
"1373";"indico2";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"1374";"indigeo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1375";"indigeo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1376";"indignor";4;0;0;0;0;0;0;0;0;0;0;1;0,25
"1377";"indignor1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1378";"indo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1379";"indoceo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1380";"induco";5;1;0,2;0;0;1;0,2;0;0;0;0;0;0
"1381";"induco1";7;0;0;1;0,142857142857143;2;0,285714285714286;0;0;0;0;1;0,142857142857143
"1382";"indulgeo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1383";"indulgeo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1384";"induo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1385";"induo1";3;0;0;1;0,333333333333333;0;0;0;0;0;0;0;0
"1386";"inebrio1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1387";"ineo";6;0;0;0;0;4;0,666666666666667;0;0;0;0;1;0,166666666666667
"1388";"ineo1";4;0;0;0;0;0;0;0;0;1;0,25;0;0
"1389";"infero";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"1390";"infero1";5;0;0;1;0,2;2;0,4;0;0;0;0;0;0
"1391";"inficio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1392";"infitior";1;0;0;0;0;0;0;0;0;0;0;0;0
"1393";"inflammo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1394";"inflo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"1395";"inflo1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"1396";"infringo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1397";"infringo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1398";"infundo";1;0;0;0;0;0;0;0;0;1;1;0;0
"1399";"infundo1";6;0;0;0;0;0;0;0;0;0;0;0;0
"1400";"ingemesco1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1401";"ingemino1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1402";"ingemisco";1;0;0;0;0;1;1;0;0;0;0;0;0
"1403";"ingemo1";3;0;0;0;0;3;1;0;0;0;0;0;0
"1404";"ingero";1;0;0;0;0;0;0;0;0;0;0;1;1
"1405";"ingero1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1406";"ingravesco";1;0;0;0;0;0;0;0;0;0;0;0;0
"1407";"ingravesco1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1408";"ingredior";4;0;0;0;0;0;0;0;0;0;0;0;0
"1409";"ingredior1";2;1;0,5;0;0;1;0,5;0;0;0;0;0;0
"1410";"inhabito1";6;0;0;0;0;0;0;0;0;0;0;3;0,5
"1411";"inhibeo";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"1412";"inhibeo1";1;0;0;1;1;0;0;0;0;0;0;0;0
"1413";"inhorreo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"1414";"inicio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1415";"inicio1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1416";"initio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1417";"inlumino1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"1418";"inmergo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1419";"inmino";1;0;0;0;0;1;1;0;0;0;0;0;0
"1420";"inminuo";1;0;0;0;0;0;0;0;0;0;0;0;0
"1421";"inmuto";1;0;0;0;0;0;0;0;0;0;0;0;0
"1422";"inmuto1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1423";"innecto1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1424";"innitor";1;0;0;0;0;0;0;0;0;0;0;0;0
"1425";"innitor1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1426";"inno1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1427";"innotesco";1;0;0;0;0;1;1;0;0;0;0;0;0
"1428";"innubo1";2;0;0;0;0;0;0;0;0;0;0;0;0
"1429";"innutrio";1;0;0;0;0;0;0;0;0;0;0;0;0
"1430";"inorno1";1;0;0;0;0;0;0;0;0;0;0;0;0
"1431";"inpello";1;0;0;0;0;0;0;0;0;0;0;0;0
"1432";"inpello1";6;0;0;0;0;1;0,166666666666667;0;0;0;0;0;0
"1433";"inpendeo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"1434";"inpleo";1;0;0;0;0;0;0;0;0;0;0;1;1
"1435";"inpleo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"1436";"inploro1";2;0;0;2;1;0;0;0;0;0;0;0;0
"1437";"inpluo";1;0;0;0;0;1;1;0;0;0;0;0;0
"1438";"inpono1";5;0;0;0;0;2;0,4;0;0;1;0,2;1;0,2
"1439";"inquam";72;0;0;1;0,0138888888888889;71;0,986111111111111;0;0;0;0;0;0
"1440";"inquam1";94;4;0,0425531914893617;1;0,0106382978723404;89;0,946808510638298;0;0;0;0;0;0
"1441";"inquieto";1;0;0;0;0;1;1;0;0;0;0;0;0
"1442";"inquino";2;0;0;0;0;0;0;0;0;0;0;1;0,5
